id,date,tweet
1311454754011185153,2020-09-30 23:55:53+00:00,"이태원 네일샵에 무심코 들어갔는데 네일 한번받는데 30만원이 넘고 페디큐어까지 하면 80만원이라 했다 난 너무 놀란 나머지 손을 빼며 못하겠다 했고 주인은 미완성된, 큐티클만 제거한 손가락에 만원은 주고가라했다 난 완성도 못했는데 5천원만 내고 가겠다했더니 오일해줄테니 만원 내고 가라했다"
1336163620833529856,2020-12-08 04:20:06+00:00,요즘 코로나 때문에 헬스도 못하니 뱃살 다시 나오는 듯ㅠㅠ 그래서 식단 관리라도 하려고 단백질쉐이크 챙겨 먹고 있는데 이거 진짜 괜찮네요. 포만감이 오래가서 자기 전까지 안배고픔;; 물이랑도 잘 섞이고 맛도 존맛ㅋㅋ 지금 세일하니까 필요한 사람 ㄱㄱ
1311451826500235266,2020-09-30 23:44:15+00:00,"너넨 주변에 특이하게 입덕한애있냐?
내 친구는 이태원때 기사사진보고 
잘생겨서 입덕함..ㅋㅋ"
1311447508770385920,2020-09-30 23:27:06+00:00,초코찰떡파이님은 이태원을 가본적이 없다고 합니다. 서울러분들은 다음에 꼭 이태원 관광을 시켜드리세욧~!
1311421137423798272,2020-09-30 21:42:18+00:00,"628 삼 각 지 SAMGAKJI

삼각지는 옛날 한강, 이태원, 서울역 방면으로 나있는 도로의 모양이 세모졌다는 데서 유래되었어."
1311410448839786496,2020-09-30 20:59:50+00:00,한국의 이태원은 외국인들이 살기 좋은 도시라고 하지?
1311377033105080320,2020-09-30 18:47:03+00:00,일본 넷플리스에 김비서가 왜 그럴까 올라왔다! 이태원클라스로 박서준 인기 올라가서인가 😳
1311357725180223495,2020-09-30 17:30:20+00:00,옛날에는 이태원에 모텔이 맥도날드 근처에 딱 하나밖에 없어서 보광동 언덕을 내려가서 싸구려 여관을 갔어야 됐다고 하네요 본 내용은 우리의 소리를 찾아서 ~ 그 많던 비원의 사람들은 모두 어디로 갔을까 ~ 편에서 발췌했습니다
1311355220786425858,2020-09-30 17:20:23+00:00,[다문화척결] 이 땅이 외국인들한테 호구 나라냐?? 외국가봐라 자국민들 얼마나 보호해주는지. 그리고 이태원 가면 완전히 짐승같은 양키세키들이 주인이다. 이건뭐.. ㅉㅉㅉ 우리나라 공권력 정말 답답한 수준. ㅅㅂ
1311354446006218753,2020-09-30 17:17:18+00:00,이태원 싹남????
1311344170942906368,2020-09-30 16:36:28+00:00,이태원 싹남요ㅕ!?:!?!?!?!?
1311339560199053313,2020-09-30 16:18:09+00:00,"태형입덕 최고 홀릭하는 시간🤩
뷔주얼
뷔그니처
뷔  최고의 행복 
뷔  최고의 패션 
김태형 배려남 
김태형 이태원 클라쓰
김태형 세상잘생김 
김태형 자작곡
김태형 싱어송라이터
김태형 음색보스
김태형 소통
김태형 비결 
김태형 최고의 인기 
김태형 최고의 남자다움 
김태형 퍼포먼스"
1311335169823924225,2020-09-30 16:00:42+00:00,"이태원 클라쓰 이걸 왜 지금 보냐
1화부터 명작이네 이거"
1311333497324281857,2020-09-30 15:54:03+00:00,"걷기에 집착하는 요즘 ,, 일요일에 제로비건 갔다가 이태원까지 걸어갈 궁리 중"
1311312332224491520,2020-09-30 14:29:57+00:00,으누그래도한결같았어요 빠혐같은거 절대없엇고 팬미팅에서 자기 피부 망가졌다고 울정도로 자기관리 철저하던아이에요그리구그룹위해서 노력많이해줫고 이태원을 갓어도..그래도 진짜 잘생겻고 변함없으니까 잘챙겨주세요 좋은친구가타여..ㅜㅜ
1311311235695042560,2020-09-30 14:25:36+00:00,"“ 한나가 여기 있는 것도,
우리랑 어울리고 있는 것도,
저런 꼴인 것도,

전부 나 때문이다!!!!! ”

-연민의 굴레, 이태원"
1311305539742101504,2020-09-30 14:02:58+00:00,이태원 클라스 정주행하는 시험 2주도 안남은 정신나간 사람입니다. ^^
1311296147491700736,2020-09-30 13:25:38+00:00,"“ 전에 싸워서 제가 이겼거든요.
그래서 제가 하는 말에 복종해야 해요.
제가 오라고 하면 와야 하고 오늘도 그랬어요. ”

-연민의 굴레, 이태원"
1311282583024484354,2020-09-30 12:31:44+00:00,못 쓴 카피페들 중 하나 이야기... 취한 친구가 오만원이람서 낙엽 쓸어담는 카피페 이태원으로 쓰고 싶었는데 지폐는 현대로 가야 있고 얘는 돈을 밝히는지 금을 밝히는지가 모호해서
1311273191592009732,2020-09-30 11:54:25+00:00,"이태원 클라스.  호수공원이 많이 나오네..
에혀.."
1311267618376921088,2020-09-30 11:32:17+00:00,웹툰다보고 드디어 이태원클라쓰보는데 넘나재밌는것..
1311266459004223489,2020-09-30 11:27:40+00:00,"확진자 0명 된다고 안심하고 밖에 나갈 수 있을 지 의문이다
우리나라도 1월까지는 확진자수 0명이었는걸
외국에서 1명이라도 들어와서 이태원 클럽서 부비부비하면 순식간에 100명 200명 되는거고 그렇기때문에 방역단계도, 분위기도 딱히 좋아질거 같지 않은 느낌
집단 PTSD 비슷하게 될거같다"
1311253245872885761,2020-09-30 10:35:10+00:00,"""이태원 클라쓰 남자가 더 좋아하는 드라마잖아요"" 라는 말만 해도 남자들이 그게 무슨 뜻이냐고 묻는다. 시발 남자들이 좋아한다는 말이 걍 이젠 한남으로 자동 필터링 되냐. 느그 맨날 미용실 가면 박새로이 머리 해달라구 하잖아 시발 내가 모를줄 아냐... 그 머리하면 단체로 뚜껑같이 생긴게 시발"
1311252547106078720,2020-09-30 10:32:23+00:00,이태원 가고싶다 내가 사랑하는..
1311247203462033408,2020-09-30 10:11:09+00:00,"나도 1학년때는 할로윈을 즐겼어
얼굴에 분장하고 이태원을 지나가는데
어떤 여자가 통화하면서 와 여기 관종 존나 많아 이랬어
그 뒤로 ,,,"
1311238672612757507,2020-09-30 09:37:15+00:00,포타읽는데 거기 나오는 공이 자꾸 이태원 클럽 간 거 생각나서 몰입안됨 남돌 간잽질도 못하겟어
1311230978942148608,2020-09-30 09:06:41+00:00,"""이태원은 트랜스젠더 당사자에게 있어 많은 감정이 교차하는 곳입니다. 생활의 공간이자, 혐오에 노출되던 곳입니다. 함께 살아가며 서로 의지하던 공간임과 동시에, 어느 곳에서도 보호받지 못하던 사람들이 함께 견뎌 나가는 곳이었습니다. 비당사자들 또한 이태원에서 살아가는 당사자들의"
1311209742484660224,2020-09-30 07:42:18+00:00,"628 삼 각 지 SAMGAKJI

삼각지는 옛날 한강, 이태원, 서울역 방면으로 나있는 도로의 모양이 세모졌다는 데서 유래되었어."
1311208236368887809,2020-09-30 07:36:19+00:00,왜 이태원놈들은 추석에 쉰다 안쉰다를 말해주지 않는 거임 지금 찾아본 곳 중에 딱 두군데만 쉬는지 여부를 인스타그램에 올려둠 열받게 하지 마세요
1311204950538555392,2020-09-30 07:23:15+00:00,"남영역에서 후암동을 찍고 이태원을 넘어 보광동까지 가면, 매우 오래된 골목길과 건물 등을 볼 수 있습니다. 산에 둘러쌓인 지리적인 이유와 용산기지 인접한 이유 등으로 정치적으로 특이한 곳입니다."
1311203168651374593,2020-09-30 07:16:11+00:00,"박기범. 중앙농교점. ""이태자타임""에까지 이른다. 이태원의 태자인데 Thyme 향신료."
1311199929587490816,2020-09-30 07:03:18+00:00,"우..  할로윈엔  지인이나 친구들끼리  홍대나 이태원 쿠로미 코스프레하고 사진찍고 싶었는데  😔..
코로롱때문에 안댈꺼같다..."
1311199125686202368,2020-09-30 07:00:07+00:00,지난주 피어싱 교체하러 이태원에 갔는데 피어싱 샵에 들어간 후로 애인이 뭔가 안절부절? 하는 느낌이었고 대기 시간 동안 이것저것 구경하고 피어싱 교체하고 나옴
1311185727665836033,2020-09-30 06:06:52+00:00,저 아 안 늦었거든요?! 제 시간에 출근 도장 찍은 건 이태원 스라소니고 지금 뒤늦게 용산 공주 인격이 나타난 것 뿐이거든요?!
1311185547516289025,2020-09-30 06:06:09+00:00,파인애플 피자 이태원쪽에 맛있는 곳 있어용 조각으로 파는데 진짜 사랑입니다
1311176415019020288,2020-09-30 05:29:52+00:00,한국의 이태원은 외국인들이 살기 좋은 도시라고 하지?
1311162635866365953,2020-09-30 04:35:07+00:00,제디님이랑 20분 정도 걸었는데 밥집 못 찾아 결국 택시 불러서 이태원으로....
1311154486409224193,2020-09-30 04:02:44+00:00,아이앀.... 컴이거실에잇어서 바로옆에서 이태원클라쓰틀어서 진짜너무정신팔려 꾸엑 ㅠ
1311149344934916096,2020-09-30 03:42:18+00:00,"630 이 태 원 ITAEWON

조선시대 지방에 파견하는 관인들의 국영 숙소인 이태원(梨泰院)이란 역원(驛院)이 있었기 때문에 마을 이름이 붙여졌어. 현재 역원으로서의 이태원은 오래 전에 없어지고 그 명칭을 가진 동네가 용산구 동북쪽에 자리잡아 현재의 이태원동이 되었어."
1311145814312587264,2020-09-30 03:28:16+00:00,그게 뭐야... 형은 제가 이태원 1번 출구에서 병아리 춤을 춰도 귀엽다고 할 거 같아요.......
1311140805914947585,2020-09-30 03:08:22+00:00,엄마랑 아빠가 이태원클라스에빠져서 어제부터...미텻나봐 거실에 식탁놓고 한과씹으면수어 보는즁 ....
1311140333133029377,2020-09-30 03:06:29+00:00,너네 이태원프리덤듣지마
1311139545358819329,2020-09-30 03:03:22+00:00,이태원플랜트 너무가고싶아...
1311107284622217216,2020-09-30 00:55:10+00:00,이태원 클라쓰 보는데 자꾸 점퍼입은 촬영장 김태형 생각나 ㅠㅠ 찾아봐야지
1311079922484404225,2020-09-29 23:06:26+00:00,"아니 어제 친구랑 얘기를 하는데 친구가 셉틴에선 이태원즈 걔밖에 모른다는거임....그래서 얘기를 하다보니 나도 97라인의 나머지 한명이 누군지 모른다는 결론에 도달함.... 아니 친구가 자꾸 97라인 나머지 한명이 엥시티라고해섴ㅋㅋㅋㅋㅋㅋ 
나: .....뭔가 아닌거같은데?????"
1311055307955564544,2020-09-29 21:28:38+00:00,전 서울역 매장이나 이태원 매장 가려구요
1311049429160394753,2020-09-29 21:05:16+00:00,남현이 연락왔더라 이태원 클럽 갔대 걔랑 만나지 마
1311015315627671552,2020-09-29 18:49:43+00:00,욱툥 쟌탠으로 ty랑 tn 만나면 맨날 밥 같지도 않은거만 먹으면서 수다떨고 옷 화려하게 입고 이태원 홍대 이런 곳 돌아다니면서 바 가고 난리난다 한껏 꾸며가지고 둘다 피어싱 주렁주렁해서 몸에는 작은 타투가 여러개있지 가장 중요한 얼굴이 너무 화려해서 다들 처다보고 다니는 데 그 시선 신경도
1311006537964347392,2020-09-29 18:14:50+00:00,스쿨푸드 이태원 부대국밥 먹을 때는 걍 그저 그랬는데 간간이 생각나네 나는 꼭 이러더라 처음부터 존맛!! 이게 아니라 훗날 떠올라서 어렴풋이 맴도는 맛을 가진 음식들을 결국 자주 사먹음
1311002219232202753,2020-09-29 17:57:40+00:00,"미츠요 취급 넘하네
근데 솔직히 다로메온한테 오더내릴 때도 그 소리해서 이태원 뒷골목 가디건남 된 듯 가방은 에코백 들고 다닐 듯(편견)"
1310992832803401728,2020-09-29 17:20:23+00:00,[다문화척결] 이 땅이 외국인들한테 호구 나라냐?? 외국가봐라 자국민들 얼마나 보호해주는지. 그리고 이태원 가면 완전히 짐승같은 양키세키들이 주인이다. 이건뭐.. ㅉㅉㅉ 우리나라 공권력 정말 답답한 수준. ㅅㅂ
1310964900244656128,2020-09-29 15:29:23+00:00,(황민현 들었냐?) 번복하는 순간 서울 갈 거야 이태원 가서 황민현 찾아낼 거라고 알지 나 존나 하면 하는 여자인 거
1310960192952045568,2020-09-29 15:10:41+00:00,"엄마가 이태원클라쓰 보는중
2화 보고 잔다고 하고 지금 3화 보고 잔다고 하고 보는중 
재밌드라궁"
1310958989757288449,2020-09-29 15:05:54+00:00,"посмотрела всего полторы серии 이태원 클라쓰 (Itaewon Class), и так прониклась к Сырою, герою Пак Соджуна! а вообще, я понимаю, почему эта дорама стала такой популярной 🎞️"
1310958989056847874,2020-09-29 15:05:54+00:00,근데 바텀x바텀은 그냥 이태원게이클럽 하라다 쿠소망가되는겅미
1310953659489017857,2020-09-29 14:44:43+00:00,아무리봐도 이태원클라스는 내스타일이 아닌가봐...재미가엄서...
1310953529012609024,2020-09-29 14:44:12+00:00,ㅅ이태원이나 조지게 가게생겻네 ㅅㅂ
1310951465410859011,2020-09-29 14:36:00+00:00,면허없는 23살 동생 태우러 이태원갑ㅁ미다.. 칭구네 집애서 학교 끝나고 존나 술먹었대여.. 씌발ㄹ 심지어 그 상태로 얘네 집에 보내주고 가야하는데 얘네 집 공동현관 번호를 몰라서 저희 집으로 가야함. 지 여친잇으면서 나한테 지랄ㄹ이야 ㅅㅂ
1310946310418300928,2020-09-29 14:15:31+00:00,트위터에 이 얘기 했다가 저 얘기 했다가 난리도 아니지만. 그냥 좀 울고 싶다... 그런데 방 안에 chill한 음악 틀어두니까 괜히 이태원 바에 온 것 같고 기분 이상하고 그렇다. 담배나 피워야지
1310942375913623560,2020-09-29 13:59:53+00:00,한국의 이태원은 외국인들이 살기 좋은 도시라고 하지?
1310937845595598850,2020-09-29 13:41:53+00:00,"살면서 본 할로윈어쩌고
이태원좀비 (친구임)
홍대마녀들(좀비랑세트구성) (친구임)
뱀파이어 (썩 봐줄만한건 못됨)
해리포터 (그럭저럭 무난함)"
1310934108206321664,2020-09-29 13:27:02+00:00,"이태원 무슨 맛집에서 주문했다. 
조각 단위로 파니까 좋네 요긴...
교촌 안 먹어 훠이"
1310933063442903041,2020-09-29 13:22:52+00:00,할로윈이 벌써부터 기대된다 정작 당일에는 이태원도 못 가겠지만
1310926385385406465,2020-09-29 12:56:20+00:00,후... 응팔3개 남았다 그래도 이태원 클라쓰 보다는 보기 편했어 그건 진심 고난의 행군
1310919503098781697,2020-09-29 12:28:59+00:00,"클럽가고싶다

근데 가면안되지...

홍대 강남 이태원...은 무섭지

아무튼 ㅜㅜ"
1310876546530385920,2020-09-29 09:38:18+00:00,이번 할로윈때 프아실친들이랑 이태원가서 졸 신나게 놀려고했는데 코로나때메 다망했어..
1310869735530065920,2020-09-29 09:11:14+00:00,이태원 클라스 보는데 서다미양의 대기업 메이커 아님...?
1310857598095122432,2020-09-29 08:23:00+00:00,이태원 합참 맨 앞 건물이 어린이집이랑  웨딩홀 이라니 좀 생뚱맞다. 군대 반댓말이 사회인 집단이 많이 변했다고 할수 도 있겠지만 좀 더 위용이 보였으면 한다.
1310853538138841088,2020-09-29 08:06:52+00:00,모처럼 버스타고 이태원을 지나는데 중심부에 공실이 정말 많구나 ㅠㅠ
1310841326859034626,2020-09-29 07:18:21+00:00,이게무슨.... 이태원(21)이냐??????
1310838456147345409,2020-09-29 07:06:56+00:00,"혹시 매드볼 기억하시는 분? 이태원 길거리에서 팔았는데, 아마 짝퉁이었겠지만 이거 모으다 걸려서 쫓겨날 뻔"
1310828601592352768,2020-09-29 06:27:47+00:00,제주도에안가고 이태원게이바만 전전하고온놈
1310827219191623684,2020-09-29 06:22:17+00:00,이태원은 나도 보다가 말앗어.....누가 언니 편집본좀 주라
1310826480264343552,2020-09-29 06:19:21+00:00,이태원 클라스 처음부터 다시 볼까🤔 흠냐..
1310820407038021632,2020-09-29 05:55:13+00:00,"국카스텐 돌덩이가 이태원 클라쓰 노래인 줄 최근에 알았고
그와 별개로 친구가 돌멩이라고 불렀다는 이야기를 들은 이래로 계속 나도 돌멩이라 하게 됨"
1310815992281362432,2020-09-29 05:37:41+00:00,진흙생물님 이태원?에서 이좆같은게이새끼들아악 하고 소리지른거 다시 듣고싶음
1310802369815355394,2020-09-29 04:43:33+00:00,"그,,, 이태원쯤은 가주시져,,,"
1310800223187345408,2020-09-29 04:35:01+00:00,실험취소됬다고 이태원으로 노선틀어서 예맨음식 먹으러왓다 역시 예스맨은 예맨이지&lt;특이점
1310778768584093697,2020-09-29 03:09:46+00:00,"특정 성별을 가진 카페 주인이 있는곳을 가는게 화장실. 위생.. 늘 불안했는데 오늘 역시.
빗자루질 하다가 주문받고 바로 텀블러에 얼음부터 넣길래 손 안씻으셨잖아요 하니까 그제서야 아 이러면서 씻고. 휴지통이 미어지도록 비우지도 않음... 이태원에 지난달에 새로생긴 곳..."
1310775639142588416,2020-09-29 02:57:20+00:00,"준다 준다 준다~...
짠 신천지~!
준다 준다 준다~...
짠 이태원~!
준다 준다 준다~... 
... ...
어? 진짠가?
짠 광화문집회~!"
1310755663522521089,2020-09-29 01:37:57+00:00,이태원 또 놀러가고싶다
1310753936995807232,2020-09-29 01:31:05+00:00,수요일에 이태원가서 버팔로윙에 맥주한잔하고 오는
1310747745217474561,2020-09-29 01:06:29+00:00,너네 이태원프리덤듣지마
1310742905988947969,2020-09-29 00:47:15+00:00,코로나 진짜 싫다.. 할로윈에 이태원 모이는게 내 친구들 대명절인대.. 일년에 그때 한번 확실하게 보는 친구도 잇는대..... 올해는 따로 파티도 못할듯 😢
1310722720137527296,2020-09-28 23:27:03+00:00,초코찰떡파이님은 이태원을 가본적이 없다고 합니다. 서울러분들은 다음에 꼭 이태원 관광을 시켜드리세욧~!
1310708277404073984,2020-09-28 22:29:39+00:00,한국의 이태원은 외국인들이 살기 좋은 도시라고 하지?
1310696146637975552,2020-09-28 21:41:27+00:00,"네. 원래는 이태원호텔에 러시아 무용수 대는 일을 하다가
블라디보스톡의 게가드파와 연을 맺게 됩니다.
비탈리 게가드는 부산지역 항만에 정박하는 7-80척되
 화물선 지분을 소유하고 있습니다."
1310677040761245696,2020-09-28 20:25:32+00:00,"“ 한나가 여기 있는 것도,
우리랑 어울리고 있는 것도,
저런 꼴인 것도,

전부 나 때문이다!!!!! ”

-연민의 굴레, 이태원"
1310655164362051589,2020-09-28 18:58:36+00:00,케이팝 케이드라마 노관심인간 ... 알바장 가서 이태원 클라스 재밋다니까 꼭 보라고 추천받음 ...
1310651606103281665,2020-09-28 18:44:28+00:00,취소 당한 표만 몇 장이냨ㅋㅋㅋㅋ 아 진짜 고로나 색기... 데트도 잡았다가 이태원 클렂 터지는 바람에 취소 당했는데 시데는 집회 때문에 터지고
1310643563760214016,2020-09-28 18:12:30+00:00,내일 안은영 5-6화 마저 보기로 했다 안은영 진짜 너무 동질감드는 캐릭이라 기분 이상하다 누구나 다 저런 경험 있는걸까? 몇년전에 이태원에서 술처먹고 ‘한국말로 해 씨발롬아’라고 하고서 화들짝 놀란 내가 떠오른다
1310630445646663683,2020-09-28 17:20:23+00:00,[다문화척결] 이 땅이 외국인들한테 호구 나라냐?? 외국가봐라 자국민들 얼마나 보호해주는지. 그리고 이태원 가면 완전히 짐승같은 양키세키들이 주인이다. 이건뭐.. ㅉㅉㅉ 우리나라 공권력 정말 답답한 수준. ㅅㅂ
1310624698003156994,2020-09-28 16:57:32+00:00,이태원클라쓰 이제 보는 사람 나뿐일것;;;
1310618047472779274,2020-09-28 16:31:07+00:00,상탈이 진짜 사바사 심했던 거 가틈.. 맞는 사람한테선 진짜 뭔 살결냄새.. 딱 이거 나고 안 맞는 사람한테선 철분..?? 피냄새?? 가튼 거 남.. 그리고 난 기억이 안나.. 이태원 갈겨야겠다..
1310617436538822673,2020-09-28 16:28:41+00:00,이제 집에 간당 날씨 너무 좋은 날 이태원에 옥상 있는 집에서 야경 보며 와인 두병이랑 떡튀순 조지고... 아침 아홉시 출근인데....
1310613635270467596,2020-09-28 16:13:35+00:00,"...지훈이형은 영원히 열일곱이실텐데 허리가 빈약하시다니...(측은)
아 나는 이태원 할리스 4층 오르락내리락하느라 무릎박살났구나(...)"
1310604694528565248,2020-09-28 15:38:03+00:00,@이태원식당과bar173
1310604446838087680,2020-09-28 15:37:04+00:00,아니 왜 이태원 근처엔 프랜차이즈 전멸이야???? 나 진짜 이해가 안돼
1310599621417156609,2020-09-28 15:17:54+00:00,어이이태원씨잠시이리로좀나와봐유
1310596384035233794,2020-09-28 15:05:02+00:00,"난 한남이 싫어요...
아~~나 한남싫다고~~이태원에서 만나"
1310590412894035968,2020-09-28 14:41:18+00:00,"저 김비서가 왜그럴까 재밌게 봤는데 남주 배우가 이태원 클라쓰랑 동일인물 인거 드라마 둘다 보는내내 몰랐잖아요...
리디강공형 부회장님이 왜 그렇게 됐죠...?
스타일링의 중요성...헤어의 중요성..."
1310589920008781830,2020-09-28 14:39:21+00:00,코로나 잦아들면 저랑 이태원 홍철책빵 가실 분...
