id,date,tweet
1322688647662096384,2020-10-31 23:55:22+00:00,Ha.. 한국가도 줠라 문제인게 할로윈 이태원 보니까 다시 2단계 할 것 같음
1336163620833529856,2020-12-08 04:20:06+00:00,요즘 코로나 때문에 헬스도 못하니 뱃살 다시 나오는 듯ㅠㅠ 그래서 식단 관리라도 하려고 단백질쉐이크 챙겨 먹고 있는데 이거 진짜 괜찮네요. 포만감이 오래가서 자기 전까지 안배고픔;; 물이랑도 잘 섞이고 맛도 존맛ㅋㅋ 지금 세일하니까 필요한 사람 ㄱㄱ
1322688077148561409,2020-10-31 23:53:06+00:00,"아나ㅋㅋㅋㅋㅋㅋㅋㅋ 이태원하고 에버랜드 난리낫네
어제 조심할라고 하루종일 자가타고 다닌 나의 노력 도코니....."
1322687660033339392,2020-10-31 23:51:27+00:00,지인 중에 이태원 간 사람 없기만 바란다.
1322687089750671362,2020-10-31 23:49:11+00:00,"중딩이 이번주부터 전학년등교인데(올해 처음 전학년등교) 어제 할로윈 홍대,이태원거리 뉴스보더니...곧 다시 온라인수업하겠구나 하더라 욕먹어도 싸다 늬들은"
1322685641927192576,2020-10-31 23:43:26+00:00,아니 시부야도 평소랑 별 차이 없던거같은데 이태원에버랜드 무슨일 넘 실망이고..
1322682365773193216,2020-10-31 23:30:24+00:00,즈는 솔직히..어제 놀러갔던 사람들 이해가 안돼서유...이태원이나 애버랜든지..간에 놀러가신분들은 블락할께유...
1322682102521884672,2020-10-31 23:29:22+00:00,[기사퍼옴] 이날 이태원을 찾은 김채원(23·여)씨는 “친구들과 오랜만에 모임을 갖는 데다가 핼러윈 데이가 겹쳐 이곳으로 왔다. 코로나도 많이 안정된 것 같아 크게 걱정은 하지 않는다”고 말했다 | 우리 모두가 지난 5월초 그리고 8월중순에도 많이 안정되었다고 방심하다가 국가전체가 마비됐지
1322681272762691584,2020-10-31 23:26:04+00:00,이태원만 패는 것도 웃긴다..전국 유흥가 다 사람많던데
1322678080087838720,2020-10-31 23:13:23+00:00,씨발 할로윈데이라고 분장 처 하고 이태원 홍대 건대 술 처 마시러 나간 새끼들은 조용히 내눈에서 사라져주라 개씨발 개 좆같으니까 씨발 그리고 꼭 코로나 걸려서 뒤졌으면 좋겠다 간절히 기도할게 개씨발 롯데월드 에버랜드 서울랜드 다 포함이다 씨발새끼들아
1322676052422926336,2020-10-31 23:05:19+00:00,남현이 연락왔더라 이태원 클럽 갔대 걔랑 만나지 마
1322674167590785024,2020-10-31 22:57:50+00:00,이태원이나 부평이나 도찐개찐
1322669823290040320,2020-10-31 22:40:34+00:00,자고 일어났더니 이태원 핼러윈 상황이 짜잔
1322668068355518464,2020-10-31 22:33:36+00:00,아니 에버랜드고 이태원이고 코로나 후유증 그렇게 알려줬는데 꾸역꾸역 가서 걸리겠다는 그것 정말 인류애가 상실
1322662001760301056,2020-10-31 22:09:29+00:00,뉴스보는데 할로윈이라고 이태원 가서 노는거 봐달라고 하는 씹새끼나 딱봐도 트위터할꺼같은 급식 3명이서 재밋어요 하는거 보니까 피가 거꾸로 쏟는다
1322661452390436864,2020-10-31 22:07:18+00:00,"아침뉴스부터 바로 이태원에 사람몰린거 나오네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
아 ㅋㅋㅋㅋㅋ
별말 안하겠습니다 ㅋㅋㅋㅋ"
